id,gender,age,province,product,Q1,Q2,Q3,Q4,Q5
962,Female,65+,BC,Bass-O-Matic,Somewhat dissatisfied,Very dissatisfied,Strongly disagree,Extremely helpful,6
963,Male,25-34,BC,Happy Fun Ball,Neither satisfied nor dissatisfied,Somewhat dissatisfied,Strongly disagree,Very helpful,1
964,Female,25-34,QC,Bag of Glass,Somewhat satisfied,Very dissatisfied,Agree,Extremely helpful,8
965,Male,18-24,ON,Bass-O-Matic,Somewhat satisfied,Somewhat satisfied,Neither agree nor disagree,Somewhat helpful,1
966,Female,18-24,ON,Bass-O-Matic,Somewhat dissatisfied,Very satisfied,Neither agree nor disagree,Extremely helpful,3
967,Male,35-54,QC,Happy Fun Ball,Somewhat dissatisfied,Somewhat satisfied,Strongly disagree,Not at all helpful,7
968,Female,18-24,QC,Happy Fun Ball,Somewhat dissatisfied,Very satisfied,Strongly agree,Extremely helpful,1
969,Female,65+,ON,Bass-O-Matic,Somewhat satisfied,Neither satisfied nor dissatisfied,Strongly disagree,Not at all helpful,4
970,Male,55-64,QC,Happy Fun Ball,Very satisfied,Somewhat satisfied,Disagree,Not at all helpful,1
971,Male,25-34,QC,Bass-O-Matic,Very dissatisfied,Very satisfied,Strongly disagree,Extremely helpful,7
972,Male,18-24,ON,Bass-O-Matic,Very satisfied,Somewhat dissatisfied,Strongly disagree,Somewhat helpful,10
973,Female,65+,BC,Little Chocolate Donuts,Very satisfied,Very satisfied,Strongly disagree,Very helpful,6
974,Male,65+,AB,Happy Fun Ball,Very dissatisfied,Very satisfied,Neither agree nor disagree,Somewhat helpful,1
975,Male,55-64,QC,Bass-O-Matic,Very satisfied,Neither satisfied nor dissatisfied,Strongly disagree,Not at all helpful,1
976,Female,65+,BC,Happy Fun Ball,Very dissatisfied,Very satisfied,Strongly agree,Somewhat helpful,3
977,Female,35-54,ON,Little Chocolate Donuts,Somewhat satisfied,Somewhat dissatisfied,Agree,Very helpful,1
978,Female,25-34,QC,Bass-O-Matic,Very satisfied,Somewhat satisfied,Strongly disagree,Very helpful,7
979,Female,35-54,QC,Bass-O-Matic,Very satisfied,Somewhat dissatisfied,Strongly disagree,Extremely helpful,4
980,Female,65+,ON,Bass-O-Matic,Somewhat dissatisfied,Somewhat satisfied,Disagree,Somewhat helpful,6
981,Female,18-24,AB,Bass-O-Matic,Very satisfied,Somewhat dissatisfied,Strongly disagree,Very helpful,6
982,Female,55-64,ON,Bag of Glass,Neither satisfied nor dissatisfied,Very dissatisfied,Strongly agree,Not at all helpful,8
983,Male,25-34,AB,Bass-O-Matic,Very satisfied,Very dissatisfied,Strongly disagree,Not so helpful,0
984,Female,35-54,ON,Little Chocolate Donuts,Very dissatisfied,Somewhat satisfied,Strongly disagree,Somewhat helpful,10
985,Male,25-34,ON,Little Chocolate Donuts,Neither satisfied nor dissatisfied,Very satisfied,Disagree,Very helpful,7
986,Male,35-54,ON,Bass-O-Matic,Somewhat satisfied,Very dissatisfied,Strongly agree,Somewhat helpful,8
987,Male,35-54,BC,Bass-O-Matic,Very dissatisfied,Very dissatisfied,Neither agree nor disagree,Very helpful,10
988,Female,35-54,QC,Little Chocolate Donuts,Somewhat dissatisfied,Very satisfied,Strongly disagree,Not at all helpful,7
989,Female,25-34,QC,Bass-O-Matic,Very satisfied,Somewhat dissatisfied,Strongly disagree,Not at all helpful,6
990,Female,18-24,ON,Bass-O-Matic,Very satisfied,Very dissatisfied,Strongly agree,Extremely helpful,9
991,Female,18-24,ON,Little Chocolate Donuts,Very satisfied,Very dissatisfied,Neither agree nor disagree,Very helpful,2
992,Male,18-24,ON,Little Chocolate Donuts,Somewhat satisfied,Very dissatisfied,Strongly agree,Somewhat helpful,8
993,Male,25-34,BC,Bass-O-Matic,Somewhat satisfied,Somewhat satisfied,Strongly disagree,Not at all helpful,4
994,Female,18-24,QC,Little Chocolate Donuts,Very satisfied,Somewhat dissatisfied,Neither agree nor disagree,Extremely helpful,3
995,Male,18-24,BC,Bass-O-Matic,Very dissatisfied,Somewhat dissatisfied,Neither agree nor disagree,Somewhat helpful,3
996,Male,35-54,QC,Bag of Glass,Somewhat satisfied,Somewhat satisfied,Strongly disagree,Extremely helpful,6
997,Male,65+,ON,Bass-O-Matic,Very satisfied,Somewhat dissatisfied,Agree,Very helpful,7
998,Female,18-24,ON,Bass-O-Matic,Somewhat satisfied,Very satisfied,Strongly agree,Somewhat helpful,1
999,Male,25-34,ON,Bass-O-Matic,Very satisfied,Very dissatisfied,Agree,Not at all helpful,1
1000,Female,65+,QC,Little Chocolate Donuts,Somewhat dissatisfied,Very satisfied,Agree,Extremely helpful,8
1001,Male,65+,BC,Bass-O-Matic,Somewhat satisfied,Neither satisfied nor dissatisfied,Neither agree nor disagree,Extremely helpful,7
1002,Female,25-34,ON,Happy Fun Ball,Very satisfied,Very dissatisfied,Strongly disagree,Not at all helpful,4
1003,Female,55-64,ON,Bag of Glass,Somewhat dissatisfied,Somewhat dissatisfied,Agree,Not so helpful,8
1004,Male,18-24,AB,Little Chocolate Donuts,Very dissatisfied,Somewhat satisfied,Disagree,Not at all helpful,10
1005,Female,35-54,ON,Bag of Glass,Very dissatisfied,Somewhat dissatisfied,Agree,Not at all helpful,10
1006,Female,55-64,ON,Bass-O-Matic,Very dissatisfied,Neither satisfied nor dissatisfied,Neither agree nor disagree,Not so helpful,1
1007,Female,18-24,QC,Happy Fun Ball,Very satisfied,Somewhat satisfied,Neither agree nor disagree,Very helpful,5
1008,Female,35-54,ON,Bass-O-Matic,Neither satisfied nor dissatisfied,Very dissatisfied,Agree,Not at all helpful,8
1009,Female,18-24,ON,Bass-O-Matic,Somewhat dissatisfied,Somewhat satisfied,Agree,Extremely helpful,6
1010,Female,25-34,QC,Bag of Glass,Somewhat dissatisfied,Very satisfied,Neither agree nor disagree,Somewhat helpful,6
1011,Male,25-34,AB,Bass-O-Matic,Very satisfied,Somewhat dissatisfied,Disagree,Not so helpful,6
1012,Female,35-54,QC,Happy Fun Ball,Very dissatisfied,Neither satisfied nor dissatisfied,Strongly agree,Not at all helpful,5
1013,Female,55-64,ON,Bass-O-Matic,Very dissatisfied,Somewhat satisfied,Disagree,Not so helpful,1
1014,Male,25-34,ON,Little Chocolate Donuts,Very dissatisfied,Very dissatisfied,Strongly disagree,Somewhat helpful,0
1015,Female,65+,ON,Little Chocolate Donuts,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neither agree nor disagree,Not at all helpful,1
1016,Female,35-54,AB,Bass-O-Matic,Somewhat dissatisfied,Somewhat satisfied,Disagree,Extremely helpful,6
1017,Male,25-34,BC,Little Chocolate Donuts,Very dissatisfied,Neither satisfied nor dissatisfied,Agree,Extremely helpful,0
1018,Male,18-24,BC,Little Chocolate Donuts,Neither satisfied nor dissatisfied,Very satisfied,Disagree,Very helpful,10
1019,Male,35-54,AB,Bass-O-Matic,Very satisfied,Somewhat satisfied,Strongly agree,Very helpful,0
1020,Female,35-54,AB,Bag of Glass,Somewhat dissatisfied,Somewhat satisfied,Disagree,Very helpful,8
1021,Male,65+,ON,Little Chocolate Donuts,Very dissatisfied,Neither satisfied nor dissatisfied,Strongly agree,Not at all helpful,0
1022,Female,35-54,BC,Bass-O-Matic,Neither satisfied nor dissatisfied,Somewhat dissatisfied,Neither agree nor disagree,Very helpful,6
1023,Male,35-54,AB,Bass-O-Matic,Somewhat dissatisfied,Somewhat satisfied,Strongly disagree,Extremely helpful,0
1024,Male,65+,ON,Bass-O-Matic,Very satisfied,Very dissatisfied,Strongly agree,Extremely helpful,10
1025,Male,35-54,AB,Bass-O-Matic,Somewhat dissatisfied,Neither satisfied nor dissatisfied,Disagree,Somewhat helpful,0
1026,Female,35-54,AB,Bass-O-Matic,Somewhat dissatisfied,Very dissatisfied,Disagree,Extremely helpful,7
1027,Female,25-34,ON,Bass-O-Matic,Somewhat dissatisfied,Very dissatisfied,Strongly agree,Extremely helpful,10
1028,Male,35-54,BC,Bass-O-Matic,Somewhat dissatisfied,Neither satisfied nor dissatisfied,Disagree,Somewhat helpful,9
1029,Male,35-54,BC,Bag of Glass,Neither satisfied nor dissatisfied,Very satisfied,Neither agree nor disagree,Somewhat helpful,4
1030,Male,55-64,BC,Bass-O-Matic,Neither satisfied nor dissatisfied,Somewhat dissatisfied,Strongly disagree,Extremely helpful,0
1031,Female,35-54,ON,Happy Fun Ball,Somewhat dissatisfied,Very dissatisfied,Disagree,Extremely helpful,9
1032,Male,25-34,ON,Happy Fun Ball,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Strongly agree,Very helpful,4
1033,Female,35-54,BC,Little Chocolate Donuts,Very satisfied,Somewhat satisfied,Disagree,Extremely helpful,4
1034,Female,35-54,ON,Little Chocolate Donuts,Somewhat satisfied,Somewhat dissatisfied,Disagree,Not so helpful,10
1035,Male,25-34,ON,Bass-O-Matic,Somewhat satisfied,Somewhat dissatisfied,Disagree,Extremely helpful,10
1036,Male,65+,QC,Bass-O-Matic,Neither satisfied nor dissatisfied,Very satisfied,Strongly disagree,Somewhat helpful,9
1037,Male,18-24,QC,Bass-O-Matic,Neither satisfied nor dissatisfied,Very satisfied,Neither agree nor disagree,Very helpful,2
1038,Female,18-24,AB,Bass-O-Matic,Very dissatisfied,Neither satisfied nor dissatisfied,Neither agree nor disagree,Very helpful,1
1039,Female,25-34,AB,Bass-O-Matic,Somewhat dissatisfied,Neither satisfied nor dissatisfied,Neither agree nor disagree,Not so helpful,10
1040,Female,55-64,BC,Bass-O-Matic,Very satisfied,Somewhat satisfied,Agree,Somewhat helpful,10
1041,Male,55-64,AB,Bass-O-Matic,Very satisfied,Somewhat satisfied,Neither agree nor disagree,Not so helpful,5
1042,Female,65+,BC,Little Chocolate Donuts,Somewhat dissatisfied,Very satisfied,Neither agree nor disagree,Not at all helpful,2
1043,Male,65+,ON,Bag of Glass,Somewhat satisfied,Very satisfied,Neither agree nor disagree,Extremely helpful,2
1044,Female,35-54,QC,Little Chocolate Donuts,Neither satisfied nor dissatisfied,Very dissatisfied,Strongly agree,Somewhat helpful,4
1045,Female,35-54,BC,Bass-O-Matic,Neither satisfied nor dissatisfied,Very satisfied,Strongly disagree,Not at all helpful,4
1046,Male,35-54,ON,Bag of Glass,Somewhat satisfied,Neither satisfied nor dissatisfied,Strongly agree,Not at all helpful,2
1047,Male,65+,ON,Bass-O-Matic,Somewhat satisfied,Very satisfied,Strongly agree,Very helpful,6
1048,Male,55-64,ON,Bass-O-Matic,Neither satisfied nor dissatisfied,Very satisfied,Strongly disagree,Not at all helpful,7
1049,Male,25-34,AB,Happy Fun Ball,Somewhat dissatisfied,Very dissatisfied,Strongly agree,Not so helpful,9
1050,Female,55-64,BC,Bass-O-Matic,Very satisfied,Very satisfied,Agree,Somewhat helpful,5
1051,Female,35-54,QC,Little Chocolate Donuts,Very dissatisfied,Very dissatisfied,Disagree,Very helpful,5
1052,Female,25-34,ON,Little Chocolate Donuts,Very dissatisfied,Very dissatisfied,Disagree,Somewhat helpful,5
1053,Female,65+,ON,Bass-O-Matic,Very dissatisfied,Very satisfied,Agree,Very helpful,1
1054,Female,25-34,AB,Bass-O-Matic,Very dissatisfied,Neither satisfied nor dissatisfied,Neither agree nor disagree,Somewhat helpful,7
1055,Female,65+,BC,Happy Fun Ball,Very dissatisfied,Neither satisfied nor dissatisfied,Agree,Not at all helpful,6
1056,Male,65+,QC,Bass-O-Matic,Very satisfied,Very dissatisfied,Strongly disagree,Not at all helpful,5
1057,Male,65+,ON,Bass-O-Matic,Somewhat dissatisfied,Very dissatisfied,Agree,Extremely helpful,8
1058,Male,25-34,QC,Bass-O-Matic,Somewhat satisfied,Very satisfied,Neither agree nor disagree,Very helpful,7
1059,Male,65+,QC,Happy Fun Ball,Neither satisfied nor dissatisfied,Very satisfied,Agree,Very helpful,10
1060,Male,25-34,ON,Bass-O-Matic,Somewhat satisfied,Very dissatisfied,Agree,Extremely helpful,2
1061,Female,65+,QC,Bass-O-Matic,Very dissatisfied,Very dissatisfied,Neither agree nor disagree,Not at all helpful,4
1062,Female,65+,AB,Bag of Glass,Somewhat satisfied,Neither satisfied nor dissatisfied,Strongly disagree,Extremely helpful,4
1063,Female,35-54,BC,Bass-O-Matic,Neither satisfied nor dissatisfied,Somewhat satisfied,Strongly agree,Not at all helpful,6
1064,Male,35-54,QC,Bass-O-Matic,Very dissatisfied,Somewhat dissatisfied,Strongly disagree,Somewhat helpful,9
1065,Female,25-34,ON,Bass-O-Matic,Neither satisfied nor dissatisfied,Somewhat dissatisfied,Neither agree nor disagree,Not so helpful,3
1066,Male,65+,QC,Bass-O-Matic,Neither satisfied nor dissatisfied,Somewhat satisfied,Neither agree nor disagree,Extremely helpful,7
1067,Male,65+,AB,Little Chocolate Donuts,Very dissatisfied,Somewhat dissatisfied,Agree,Somewhat helpful,6
1068,Female,65+,ON,Bass-O-Matic,Somewhat satisfied,Very satisfied,Strongly agree,Very helpful,6
1069,Female,25-34,ON,Bass-O-Matic,Very dissatisfied,Very satisfied,Agree,Extremely helpful,7
1070,Male,35-54,ON,Bag of Glass,Neither satisfied nor dissatisfied,Very satisfied,Agree,Somewhat helpful,8
1071,Female,55-64,BC,Happy Fun Ball,Somewhat dissatisfied,Somewhat dissatisfied,Strongly agree,Not so helpful,8
1072,Female,55-64,ON,Happy Fun Ball,Neither satisfied nor dissatisfied,Very dissatisfied,Strongly agree,Extremely helpful,1
1073,Female,35-54,BC,Bag of Glass,Very dissatisfied,Somewhat dissatisfied,Strongly disagree,Extremely helpful,2
1074,Male,35-54,AB,Little Chocolate Donuts,Somewhat dissatisfied,Somewhat satisfied,Strongly disagree,Not at all helpful,9
1075,Male,65+,ON,Little Chocolate Donuts,Neither satisfied nor dissatisfied,Somewhat dissatisfied,Strongly agree,Somewhat helpful,2
1076,Male,65+,AB,Bass-O-Matic,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Disagree,Somewhat helpful,3
1077,Male,35-54,ON,Little Chocolate Donuts,Very dissatisfied,Very satisfied,Disagree,Not at all helpful,0
1078,Female,65+,ON,Happy Fun Ball,Somewhat dissatisfied,Somewhat satisfied,Strongly agree,Very helpful,0
1079,Male,55-64,QC,Little Chocolate Donuts,Very dissatisfied,Very satisfied,Disagree,Somewhat helpful,10
1080,Male,35-54,ON,Happy Fun Ball,Somewhat dissatisfied,Somewhat dissatisfied,Strongly disagree,Not so helpful,10
1081,Female,18-24,ON,Bass-O-Matic,Very satisfied,Somewhat satisfied,Strongly disagree,Not so helpful,5
1082,Male,25-34,BC,Bass-O-Matic,Somewhat dissatisfied,Somewhat dissatisfied,Strongly disagree,Somewhat helpful,10
1083,Female,35-54,AB,Bass-O-Matic,Very satisfied,Somewhat dissatisfied,Strongly disagree,Not so helpful,9
1084,Male,65+,ON,Bass-O-Matic,Somewhat dissatisfied,Somewhat dissatisfied,Neither agree nor disagree,Extremely helpful,7
1085,Male,55-64,ON,Happy Fun Ball,Somewhat satisfied,Neither satisfied nor dissatisfied,Strongly disagree,Not so helpful,9
1086,Female,65+,ON,Happy Fun Ball,Very satisfied,Neither satisfied nor dissatisfied,Strongly disagree,Extremely helpful,6
1087,Male,25-34,ON,Little Chocolate Donuts,Somewhat dissatisfied,Somewhat dissatisfied,Agree,Extremely helpful,10
1088,Female,25-34,QC,Bass-O-Matic,Very dissatisfied,Very dissatisfied,Agree,Extremely helpful,10
1089,Female,35-54,ON,Bass-O-Matic,Very satisfied,Somewhat dissatisfied,Strongly agree,Not so helpful,4
1090,Female,18-24,QC,Bag of Glass,Somewhat satisfied,Somewhat satisfied,Strongly disagree,Somewhat helpful,10
1091,Male,18-24,QC,Bass-O-Matic,Somewhat dissatisfied,Neither satisfied nor dissatisfied,Strongly disagree,Not at all helpful,1
1092,Male,18-24,BC,Little Chocolate Donuts,Somewhat dissatisfied,Very satisfied,Strongly disagree,Somewhat helpful,0
1093,Female,55-64,AB,Bass-O-Matic,Somewhat dissatisfied,Very dissatisfied,Agree,Somewhat helpful,5
1094,Female,55-64,QC,Bass-O-Matic,Very satisfied,Very satisfied,Neither agree nor disagree,Not so helpful,0
1095,Male,65+,QC,Bass-O-Matic,Neither satisfied nor dissatisfied,Somewhat dissatisfied,Strongly disagree,Not at all helpful,1
1096,Female,35-54,BC,Happy Fun Ball,Somewhat dissatisfied,Very dissatisfied,Strongly agree,Not at all helpful,6
1097,Male,25-34,AB,Happy Fun Ball,Very dissatisfied,Neither satisfied nor dissatisfied,Strongly disagree,Somewhat helpful,2
1098,Male,55-64,BC,Little Chocolate Donuts,Very satisfied,Very dissatisfied,Strongly disagree,Not so helpful,10
1099,Male,65+,QC,Bass-O-Matic,Very dissatisfied,Somewhat satisfied,Strongly disagree,Not so helpful,5
1100,Male,35-54,ON,Bass-O-Matic,Neither satisfied nor dissatisfied,Somewhat satisfied,Agree,Extremely helpful,9
1101,Female,25-34,AB,Bass-O-Matic,Somewhat satisfied,Neither satisfied nor dissatisfied,Agree,Extremely helpful,3
1102,Male,25-34,ON,Happy Fun Ball,Somewhat dissatisfied,Very dissatisfied,Disagree,Not at all helpful,6
1103,Male,65+,ON,Happy Fun Ball,Very dissatisfied,Somewhat satisfied,Neither agree nor disagree,Somewhat helpful,3
1104,Female,35-54,AB,Bass-O-Matic,Very satisfied,Very dissatisfied,Strongly agree,Somewhat helpful,10
1105,Male,55-64,QC,Bass-O-Matic,Somewhat satisfied,Very satisfied,Strongly agree,Not so helpful,0
1106,Female,35-54,AB,Bass-O-Matic,Very dissatisfied,Very dissatisfied,Agree,Very helpful,8
1107,Male,18-24,BC,Bag of Glass,Neither satisfied nor dissatisfied,Very satisfied,Strongly agree,Extremely helpful,10
1108,Female,55-64,QC,Bass-O-Matic,Very dissatisfied,Very dissatisfied,Strongly agree,Extremely helpful,8
1109,Female,55-64,ON,Happy Fun Ball,Very satisfied,Very satisfied,Strongly disagree,Extremely helpful,10
1110,Male,65+,QC,Happy Fun Ball,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Disagree,Not so helpful,0
1111,Male,55-64,QC,Happy Fun Ball,Somewhat dissatisfied,Very dissatisfied,Strongly disagree,Extremely helpful,2
1112,Male,55-64,BC,Happy Fun Ball,Very dissatisfied,Somewhat satisfied,Agree,Not at all helpful,5
1113,Female,18-24,AB,Bass-O-Matic,Very satisfied,Somewhat dissatisfied,Agree,Not at all helpful,10
1114,Male,25-34,QC,Bass-O-Matic,Very dissatisfied,Somewhat dissatisfied,Neither agree nor disagree,Extremely helpful,2
1115,Female,35-54,QC,Little Chocolate Donuts,Very satisfied,Very satisfied,Strongly agree,Not so helpful,7
1116,Female,18-24,BC,Bass-O-Matic,Very satisfied,Very satisfied,Disagree,Very helpful,10
1117,Male,25-34,QC,Bass-O-Matic,Somewhat dissatisfied,Somewhat satisfied,Agree,Not so helpful,3
1118,Female,25-34,ON,Bass-O-Matic,Very dissatisfied,Somewhat dissatisfied,Neither agree nor disagree,Not at all helpful,8
1119,Female,55-64,QC,Bag of Glass,Very dissatisfied,Very dissatisfied,Strongly agree,Not so helpful,0
1120,Female,55-64,QC,Bass-O-Matic,Neither satisfied nor dissatisfied,Somewhat satisfied,Strongly agree,Extremely helpful,9
1121,Female,35-54,ON,Bass-O-Matic,Very dissatisfied,Somewhat dissatisfied,Strongly disagree,Extremely helpful,9
1122,Male,35-54,QC,Little Chocolate Donuts,Somewhat dissatisfied,Very dissatisfied,Agree,Very helpful,5
1123,Female,18-24,ON,Little Chocolate Donuts,Very satisfied,Somewhat dissatisfied,Neither agree nor disagree,Somewhat helpful,1
1124,Female,25-34,ON,Bag of Glass,Neither satisfied nor dissatisfied,Somewhat satisfied,Strongly disagree,Not at all helpful,2
1125,Male,55-64,AB,Bass-O-Matic,Somewhat dissatisfied,Somewhat satisfied,Disagree,Extremely helpful,7
1126,Male,18-24,AB,Bag of Glass,Very dissatisfied,Very dissatisfied,Neither agree nor disagree,Somewhat helpful,3
1127,Male,35-54,ON,Little Chocolate Donuts,Neither satisfied nor dissatisfied,Very dissatisfied,Strongly disagree,Not at all helpful,3
1128,Female,35-54,ON,Bass-O-Matic,Somewhat satisfied,Very dissatisfied,Disagree,Not so helpful,1
1129,Male,35-54,ON,Bass-O-Matic,Somewhat satisfied,Neither satisfied nor dissatisfied,Neither agree nor disagree,Very helpful,3
1130,Male,18-24,ON,Bag of Glass,Very satisfied,Very satisfied,Strongly agree,Extremely helpful,3
1131,Male,25-34,BC,Little Chocolate Donuts,Neither satisfied nor dissatisfied,Somewhat satisfied,Agree,Not at all helpful,3
1132,Female,25-34,BC,Little Chocolate Donuts,Somewhat dissatisfied,Neither satisfied nor dissatisfied,Strongly agree,Very helpful,3
1133,Male,18-24,QC,Little Chocolate Donuts,Very dissatisfied,Very dissatisfied,Strongly disagree,Not so helpful,7
1134,Male,65+,QC,Bass-O-Matic,Somewhat satisfied,Somewhat satisfied,Agree,Somewhat helpful,10
1135,Female,35-54,AB,Little Chocolate Donuts,Very dissatisfied,Somewhat dissatisfied,Disagree,Not so helpful,1
1136,Female,25-34,QC,Bag of Glass,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Disagree,Very helpful,2
1137,Male,55-64,ON,Little Chocolate Donuts,Very satisfied,Neither satisfied nor dissatisfied,Disagree,Very helpful,10
1138,Female,18-24,BC,Little Chocolate Donuts,Somewhat dissatisfied,Neither satisfied nor dissatisfied,Disagree,Somewhat helpful,4
1139,Female,35-54,ON,Bass-O-Matic,Somewhat satisfied,Somewhat satisfied,Disagree,Not so helpful,0
1140,Female,55-64,ON,Bass-O-Matic,Somewhat dissatisfied,Very satisfied,Disagree,Extremely helpful,9
1141,Male,55-64,QC,Bass-O-Matic,Somewhat satisfied,Very dissatisfied,Strongly disagree,Not at all helpful,10
1142,Male,55-64,BC,Bass-O-Matic,Somewhat satisfied,Neither satisfied nor dissatisfied,Neither agree nor disagree,Extremely helpful,8
1143,Male,65+,QC,Happy Fun Ball,Neither satisfied nor dissatisfied,Somewhat satisfied,Strongly agree,Extremely helpful,2
1144,Female,25-34,ON,Bass-O-Matic,Very satisfied,Very dissatisfied,Neither agree nor disagree,Extremely helpful,5
1145,Female,35-54,ON,Bass-O-Matic,Very satisfied,Somewhat dissatisfied,Agree,Not so helpful,3
1146,Male,35-54,ON,Bass-O-Matic,Very satisfied,Neither satisfied nor dissatisfied,Disagree,Not so helpful,3
1147,Female,55-64,BC,Bass-O-Matic,Neither satisfied nor dissatisfied,Somewhat dissatisfied,Strongly agree,Somewhat helpful,8
1148,Female,65+,BC,Happy Fun Ball,Very dissatisfied,Somewhat satisfied,Neither agree nor disagree,Somewhat helpful,6
1149,Male,55-64,BC,Little Chocolate Donuts,Somewhat dissatisfied,Very satisfied,Neither agree nor disagree,Not so helpful,4
1150,Male,25-34,BC,Little Chocolate Donuts,Very dissatisfied,Somewhat satisfied,Strongly disagree,Very helpful,8
1151,Male,35-54,ON,Bass-O-Matic,Somewhat satisfied,Somewhat satisfied,Strongly agree,Extremely helpful,0
1152,Male,35-54,QC,Little Chocolate Donuts,Neither satisfied nor dissatisfied,Somewhat dissatisfied,Agree,Not at all helpful,8
1153,Female,35-54,ON,Bass-O-Matic,Somewhat dissatisfied,Somewhat satisfied,Strongly disagree,Not so helpful,3
1154,Female,18-24,AB,Bass-O-Matic,Very dissatisfied,Somewhat dissatisfied,Agree,Not at all helpful,7
1155,Male,25-34,AB,Bass-O-Matic,Neither satisfied nor dissatisfied,Somewhat satisfied,Disagree,Not at all helpful,2
1156,Female,35-54,QC,Happy Fun Ball,Very satisfied,Somewhat dissatisfied,Disagree,Extremely helpful,9
1157,Male,35-54,ON,Bag of Glass,Somewhat dissatisfied,Somewhat dissatisfied,Disagree,Not at all helpful,6
1158,Male,55-64,QC,Bass-O-Matic,Neither satisfied nor dissatisfied,Very satisfied,Disagree,Extremely helpful,10
1159,Female,55-64,BC,Happy Fun Ball,Somewhat satisfied,Neither satisfied nor dissatisfied,Agree,Extremely helpful,10
1160,Male,18-24,BC,Happy Fun Ball,Very dissatisfied,Somewhat satisfied,Agree,Extremely helpful,6
1161,Male,25-34,ON,Bass-O-Matic,Neither satisfied nor dissatisfied,Somewhat dissatisfied,Strongly agree,Not at all helpful,0
1162,Female,55-64,AB,Bass-O-Matic,Somewhat dissatisfied,Somewhat satisfied,Strongly agree,Somewhat helpful,6
1163,Male,25-34,BC,Bass-O-Matic,Very satisfied,Somewhat dissatisfied,Strongly agree,Extremely helpful,1
1164,Male,35-54,ON,Bag of Glass,Somewhat satisfied,Somewhat dissatisfied,Strongly agree,Not at all helpful,4
1165,Male,65+,AB,Bass-O-Matic,Somewhat dissatisfied,Very satisfied,Agree,Extremely helpful,5
1166,Male,18-24,QC,Bass-O-Matic,Very satisfied,Very satisfied,Agree,Extremely helpful,6
1167,Male,35-54,ON,Bass-O-Matic,Somewhat dissatisfied,Very dissatisfied,Strongly disagree,Somewhat helpful,9
1168,Male,65+,BC,Bass-O-Matic,Neither satisfied nor dissatisfied,Somewhat dissatisfied,Strongly agree,Not so helpful,4
1169,Male,35-54,ON,Bass-O-Matic,Somewhat dissatisfied,Somewhat satisfied,Disagree,Extremely helpful,9
1170,Female,18-24,ON,Happy Fun Ball,Very dissatisfied,Very satisfied,Disagree,Not so helpful,5
1171,Male,25-34,AB,Happy Fun Ball,Somewhat dissatisfied,Neither satisfied nor dissatisfied,Strongly disagree,Somewhat helpful,9
1172,Female,18-24,ON,Bass-O-Matic,Very dissatisfied,Somewhat satisfied,Strongly disagree,Very helpful,3
1173,Female,25-34,BC,Little Chocolate Donuts,Very dissatisfied,Neither satisfied nor dissatisfied,Disagree,Extremely helpful,6
1174,Male,65+,ON,Bass-O-Matic,Somewhat dissatisfied,Somewhat satisfied,Strongly agree,Not at all helpful,5
1175,Male,65+,ON,Little Chocolate Donuts,Neither satisfied nor dissatisfied,Somewhat satisfied,Agree,Not at all helpful,4
1176,Male,55-64,BC,Bass-O-Matic,Neither satisfied nor dissatisfied,Very satisfied,Neither agree nor disagree,Extremely helpful,9
1177,Male,55-64,ON,Happy Fun Ball,Somewhat satisfied,Very dissatisfied,Neither agree nor disagree,Not at all helpful,0
1178,Female,25-34,QC,Little Chocolate Donuts,Very satisfied,Very dissatisfied,Agree,Not at all helpful,5
1179,Male,55-64,QC,Happy Fun Ball,Somewhat dissatisfied,Somewhat satisfied,Strongly agree,Not so helpful,2
1180,Male,35-54,AB,Happy Fun Ball,Somewhat satisfied,Very satisfied,Neither agree nor disagree,Very helpful,1
1181,Female,35-54,BC,Bass-O-Matic,Very satisfied,Somewhat dissatisfied,Disagree,Not at all helpful,4
1182,Male,25-34,AB,Bass-O-Matic,Somewhat dissatisfied,Somewhat dissatisfied,Disagree,Not so helpful,0
1183,Male,35-54,QC,Little Chocolate Donuts,Very satisfied,Neither satisfied nor dissatisfied,Disagree,Somewhat helpful,5
1184,Female,65+,ON,Bass-O-Matic,Somewhat satisfied,Very dissatisfied,Disagree,Extremely helpful,9
1185,Male,55-64,ON,Happy Fun Ball,Somewhat dissatisfied,Very satisfied,Strongly disagree,Not at all helpful,4
1186,Female,25-34,BC,Bass-O-Matic,Neither satisfied nor dissatisfied,Very dissatisfied,Agree,Not so helpful,8
1187,Male,35-54,ON,Happy Fun Ball,Neither satisfied nor dissatisfied,Very satisfied,Strongly agree,Somewhat helpful,7
1188,Male,25-34,QC,Bass-O-Matic,Somewhat satisfied,Very dissatisfied,Strongly agree,Not at all helpful,9
1189,Female,55-64,ON,Little Chocolate Donuts,Very satisfied,Somewhat dissatisfied,Neither agree nor disagree,Somewhat helpful,5
1190,Female,65+,AB,Happy Fun Ball,Very dissatisfied,Somewhat dissatisfied,Neither agree nor disagree,Somewhat helpful,8
